Company Name,Symbol,Country,Sector,Industry
SolarEdge Technologies Inc.,SEDG,Israel,Technology,Semiconductors
SeaChange International Inc.,SEAC,United States,Technology,Computer Software: Prepackaged Software
SecureWorks Corp. Class A,SCWX,United States,Technology,EDP Services
ScanSource Inc.,SCSC,United States,Technology,Retail: Computer Software & Peripheral Equipment
SciPlay Corporation Class A,SCPL,United States,Technology,EDP Services
Socket Mobile Inc.,SCKT,United States,Technology,Computer Manufacturing
SpringBig Holdings Inc. Warrant,SBIGW,United States,Technology,EDP Services
SpringBig Holdings Inc.,SBIG,United States,Technology,EDP Services
SharpLink Gaming Ltd. Ordinary Shares,SBET,Israel,Technology,Computer Software: Prepackaged Software
SatixFy Communications Ltd. Ordinary Share,SATX,,Technology,Radio And Television Broadcasting And Communications Equipment
EchoStar  Corporation,SATS,United States,Technology,Radio And Television Broadcasting And Communications Equipment
Satellogic Inc. Class A Ordinary Shares,SATL,Uruguay,Technology,Radio And Television Broadcasting And Communications Equipment
Sanmina Corporation,SANM,United States,Technology,Electrical Products
Sangoma Technologies Corporation Common Shares,SANG,Canada,Technology,Computer Software: Programming Data Processing
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,SAIC,United States,Technology,EDP Services
SAI.TECH Global Corporation Class A Ordinary Shares,SAI,Singapore,Technology,EDP Services
Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,SABRP,United States,Technology,Computer Software: Programming Data Processing
Sabre Corporation,SABR,United States,Technology,Computer Software: Programming Data Processing
SentinelOne Inc. Class A,S,United States,Technology,EDP Services
Rackspace Technology Inc.,RXT,United States,Technology,EDP Services
Rumble Inc. Class A,RUM,United States,Technology,Computer Software: Prepackaged Software
Riskified Ltd. Class A Ordinary Shares,RSKD,,Technology,EDP Services
Rapid7 Inc.,RPD,United States,Technology,Computer Software: Prepackaged Software
Repay Holdings Corporation Class A,RPAY,United States,Technology,EDP Services
RingCentral Inc. Class A,RNG,United States,Technology,EDP Services
Rambus Inc.,RMBS,United States,Technology,Semiconductors
RumbleOn Inc. Class B,RMBL,United States,Technology,EDP Services
Rigetti Computing Inc.,RGTI,United States,Technology,Retail: Computer Software & Peripheral Equipment
RF Industries Ltd.,RFIL,United States,Technology,Electrical Products
Remitly Global Inc.,RELY,United States,Technology,Computer Software: Prepackaged Software
Richardson Electronics Ltd.,RELL,United States,Technology,Electronic Components
Research Frontiers Incorporated,REFR,United States,Technology,Industrial Machinery/Components
Radware Ltd. Ordinary Shares,RDWR,Israel,Technology,EDP Services
Red Violet Inc. ,RDVT,United States,Technology,Computer Software: Prepackaged Software
Radcom Ltd. Ordinary Shares,RDCM,Israel,Technology,Computer peripheral equipment
Recruiter.com Group Inc.,RCRT,United States,Technology,EDP Services
Rubicon Technologies Inc. Class A,RBT,,Technology,Computer Software: Prepackaged Software
Roblox Corporation Class A,RBLX,United States,Technology,EDP Services
Ribbon Communications Inc.,RBBN,United States,Technology,EDP Services
LiveRamp Holdings Inc.,RAMP,United States,Technology,EDP Services
QuickLogic Corporation,QUIK,United States,Technology,Semiconductors
Quantum Computing Inc.,QUBT,United States,Technology,Computer Software: Prepackaged Software
Q2 Holdings Inc.,QTWO,United States,Technology,Computer Software: Prepackaged Software
Qorvo Inc.,QRVO,United States,Technology,Semiconductors
Quantum Corporation,QMCO,United States,Technology,Electronic Components
Qualys Inc.,QLYS,United States,Technology,EDP Services
QUALCOMM Incorporated,QCOM,United States,Technology,Radio And Television Broadcasting And Communications Equipment
D-Wave Quantum Inc. Common Shares,QBTS,,Technology,Retail: Computer Software & Peripheral Equipment
Paycor HCM Inc.,PYCR,United States,Technology,Computer Software: Prepackaged Software
Pixelworks Inc. ,PXLW,United States,Technology,Semiconductors
PowerSchool Holdings Inc. Class A,PWSC,United States,Technology,Computer Software: Prepackaged Software
PubMatic Inc. Class A,PUBM,United States,Technology,Computer Software: Prepackaged Software
PTC Inc.,PTC,United States,Technology,Computer Software: Prepackaged Software
Pure Storage Inc. Class A,PSTG,,Technology,Electronic Components
Parsons Corporation,PSN,United States,Technology,EDP Services
Privia Health Group Inc.,PRVA,United States,Technology,Retail: Computer Software & Peripheral Equipment
Presto Automation Inc.,PRST,United States,Technology,EDP Services
Peraso Inc.,PRSO,United States,Technology,Semiconductors
PROS Holdings Inc.,PRO,United States,Technology,EDP Services
Progress Software Corporation (DE),PRGS,United States,Technology,Computer Software: Prepackaged Software
Perficient Inc.,PRFT,United States,Technology,EDP Services
Porch Group Inc.,PRCH,United States,Technology,Computer Software: Prepackaged Software
Power Integrations Inc.,POWI,United States,Technology,Semiconductors
POET Technologies Inc. Common Shares,POET,Canada,Technology,Semiconductors
Plexus Corp.,PLXS,United States,Technology,Electrical Products
ePlus inc.,PLUS,United States,Technology,Retail: Computer Software & Peripheral Equipment
Palantir Technologies Inc. Class A,PLTR,United States,Technology,Retail: Computer Software & Peripheral Equipment
Playtika Holding Corp.,PLTK,Israel,Technology,EDP Services
Photronics Inc.,PLAB,United States,Technology,Semiconductors
Pinterest Inc. Class A,PINS,United States,Technology,Computer Software: Programming Data Processing
Impinj Inc.,PI,United States,Technology,Industrial Machinery/Components
Phunware Inc.,PHUN,Greece,Technology,EDP Services
Wag! Group Co Warrant,PETWW,United States,Technology,EDP Services
Wag! Group Co.,PET,United States,Technology,EDP Services
Perion Network Ltd. Ordinary Shares,PERI,Israel,Technology,EDP Services
Perfect Corp. Class A Ordinary Share,PERF,,Technology,Computer Software: Prepackaged Software
Pegasystems Inc.,PEGA,United States,Technology,EDP Services
PDF Solutions Inc.,PDFS,United States,Technology,Computer Software: Prepackaged Software
PagerDuty Inc.,PD,,Technology,Retail: Computer Software & Peripheral Equipment
Park City Group Inc.,PCYG,United States,Technology,EDP Services
Paylocity Holding Corporation,PCTY,United States,Technology,Computer Software: Prepackaged Software
PCTEL Inc.,PCTI,United States,Technology,Radio And Television Broadcasting And Communications Equipment
Procore Technologies Inc.,PCOR,United States,Technology,Computer Software: Prepackaged Software
Powerbridge Technologies Co. Ltd. Ordinary Shares,PBTS,China,Technology,EDP Services
Payoneer Global Inc.,PAYO,United States,Technology,EDP Services
Paycom Software Inc.,PAYC,,Technology,Computer Software: Prepackaged Software
Paymentus Holdings Inc. Class A,PAY,,Technology,Computer Software: Prepackaged Software
UiPath Inc. Class A,PATH,United States,Technology,Computer Software: Prepackaged Software
Palo Alto Networks Inc.,PANW,United States,Technology,Computer peripheral equipment
Ouster Inc.,OUST,United States,Technology,Industrial Machinery/Components
Ontrak Inc. 9.50% Series A Cumulative Perpetual Preferred Stock,OTRKP,United States,Technology,Retail: Computer Software & Peripheral Equipment
Ontrak Inc.,OTRK,United States,Technology,Retail: Computer Software & Peripheral Equipment
Otonomo Technologies Ltd. Warrant,OTMOW,Israel,Technology,Computer Software: Prepackaged Software
Otonomo Technologies Ltd. Ordinary shares,OTMO,Israel,Technology,Computer Software: Prepackaged Software
Otis Worldwide Corporation ,OTIS,,Technology,Consumer Electronics/Appliances
Ostin Technology Group Co. Ltd. Ordinary Shares,OST,China,Technology,Industrial Machinery/Components
One Stop Systems Inc.,OSS,United States,Technology,Computer Manufacturing
OneSpan Inc.,OSPN,United States,Technology,EDP Services
OSI Systems Inc. (DE),OSIS,United States,Technology,Semiconductors
Oracle Corporation,ORCL,United States,Technology,Computer Software: Prepackaged Software
Optex Systems Holdings Inc.,OPXS,United States,Technology,Electronic Components
Opera Limited American Depositary Shares,OPRA,Norway,Technology,Computer Software: Prepackaged Software
OppFi Inc. Class A,OPFI,,Technology,EDP Services
Ooma Inc.,OOMA,United States,Technology,EDP Services
ON24 Inc.,ONTF,United States,Technology,Computer Software: Prepackaged Software
Onfolio Holdings Inc.,ONFO,United States,Technology,Computer Software: Programming Data Processing
Ondas Holdings Inc.,ONDS,United States,Technology,Radio And Television Broadcasting And Communications Equipment
ON Semiconductor Corporation,ON,United States,Technology,Semiconductors
OMNIQ Corp.,OMQS,United States,Technology,EDP Services
Omnicell Inc. ($0.001 par value),OMCL,United States,Technology,Computer Manufacturing
Universal Display Corporation,OLED,United States,Technology,Semiconductors
The OLB Group Inc.,OLB,United States,Technology,EDP Services
Okta Inc. Class A,OKTA,United States,Technology,EDP Services
Orbital Infrastructure Group Inc.,OIG,United States,Technology,Electronic Components
Oblong Inc.,OBLG,United States,Technology,Computer Software: Programming Data Processing
NextPlay Technologies Inc.,NXTP,United States,Technology,EDP Services
Nextracker Inc. Class A,NXT,United States,Technology,Semiconductors
NXP Semiconductors N.V.,NXPI,Netherlands,Technology,Semiconductors
NextGen Healthcare Inc.,NXGN,United States,Technology,EDP Services
Navitas Semiconductor Corporation,NVTS,United States,Technology,Semiconductors
Nova Ltd. Ordinary Shares,NVMI,Israel,Technology,Electronic Components
NVE Corporation,NVEC,United States,Technology,Semiconductors
NVIDIA Corporation,NVDA,United States,Technology,Semiconductors
Nutex Health Inc.,NUTX,United States,Technology,Retail: Computer Software & Peripheral Equipment
NetSol Technologies Inc. Common  Stock,NTWK,United States,Technology,Computer Software: Prepackaged Software
Nutanix Inc. Class A,NTNX,United States,Technology,EDP Services
NetScout Systems Inc.,NTCT,United States,Technology,EDP Services
NetApp Inc.,NTAP,United States,Technology,Electronic Components
Nortech Systems Incorporated,NSYS,United States,Technology,Industrial Machinery/Components
Nerdy Inc. Class A,NRDY,United States,Technology,Computer Software: Prepackaged Software
NerdWallet Inc. Class A,NRDS,United States,Technology,EDP Services
ServiceNow Inc.,NOW,United States,Technology,Computer Software: Prepackaged Software
FiscalNote Holdings Inc. Class A,NOTE,United States,Technology,EDP Services
Nogin Inc.,NOGN,United States,Technology,EDP Services
Nano Dimension Ltd. American Depositary Shares,NNDM,Israel,Technology,Electrical Products
Near Intelligence Inc.,NIR,United States,Technology,EDP Services
NICE Ltd American Depositary Shares,NICE,Israel,Technology,Computer Software: Prepackaged Software
The NFT Gaming Company Inc.,NFTG,United States,Technology,Computer Software: Prepackaged Software
New Relic Inc.,NEWR,United States,Technology,Computer Software: Prepackaged Software
Cloudflare Inc. Class A,NET,United States,Technology,Computer Software: Prepackaged Software
Neonode Inc.,NEON,Sweden,Technology,Industrial Machinery/Components
NextEra Energy Inc.,NEE,United States,Technology,EDP Services
nCino Inc.,NCNO,United States,Technology,Computer Software: Prepackaged Software
National Instruments Corporation,NATI,United States,Technology,Computer Software: Prepackaged Software
N-able Inc.,NABL,United States,Technology,Computer Software: Prepackaged Software
My Size Inc.,MYSZ,Israel,Technology,Retail: Computer Software & Peripheral Equipment
PLAYSTUDIOS Inc.  Class A,MYPS,United States,Technology,EDP Services
MaxLinear Inc.,MXL,United States,Technology,Semiconductors
Magnachip Semiconductor Corporation,MX,Luxembourg,Technology,Semiconductors
Movella Holdings Inc.,MVLA,United States,Technology,EDP Services
MicroVision Inc.,MVIS,United States,Technology,Industrial Machinery/Components
Mullen Automotive Inc.,MULN,United States,Technology,EDP Services
Micron Technology Inc.,MU,United States,Technology,Semiconductors
Matterport Inc. Class A,MTTR,United States,Technology,Computer Software: Prepackaged Software
MACOM Technology Solutions Holdings Inc.,MTSI,United States,Technology,Semiconductors
Match Group Inc.,MTCH,United States,Technology,Computer Software: Programming Data Processing
MMTec Inc. Common Shares,MTC,China,Technology,Computer Software: Prepackaged Software
MicroStrategy Incorporated Class A,MSTR,United States,Technology,Computer Software: Prepackaged Software
Motorola Solutions Inc.,MSI,United States,Technology,Radio And Television Broadcasting And Communications Equipment
Motorsport Games Inc. Class A,MSGM,United States,Technology,Computer Software: Prepackaged Software
Microsoft Corporation,MSFT,United States,Technology,Computer Software: Prepackaged Software
Marvell Technology Inc.,MRVL,United States,Technology,Semiconductors
Marin Software Incorporated,MRIN,United States,Technology,EDP Services
Mercury Systems Inc,MRCY,United States,Technology,Electrical Products
